@relation BOOKKEEPER_B+

@attribute nAuth numeric
@attribute methodHistories numeric
@attribute loc numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute wmc numeric
@attribute returns numeric
@attribute loops numeric
@attribute comparison numeric
@attribute maxNested numeric
@attribute math numeric
@attribute smells numeric
@attribute buggy {yes,no}

@data
"1","1","13","0","1","1","0","0","0","0","0","2","no"
"1","1","6","0","1","2","1","0","0","1","0","1","no"
"1","1","13","2","0","3","1","1","0","1","0","12","no"
"0","0","5","0","0","1","0","0","0","0","0","5","no"
"1","1","12","1","2","4","1","0","3","1","0","13","no"
"1","1","3","1","0","1","1","0","0","0","0","6","no"
"1","1","13","0","1","1","0","0","0","0","0","11","no"
"1","1","8","0","1","1","0","0","0","0","0","6","no"
"1","1","21","1","5","5","5","0","4","2","0","19","no"
"1","1","40","1","1","16","3","0","8","2","0","34","no"
"1","1","24","2","1","8","1","1","5","2","0","8","no"
"1","1","11","1","0","3","3","0","2","1","0","11","no"
"1","1","3","0","1","1","0","0","0","0","0","34","no"
"0","0","5","0","0","1","0","0","0","0","0","5","no"
"1","1","3","0","1","1","0","0","0","0","0","34","no"
"1","1","8","0","1","1","0","0","0","0","0","6","no"
"1","1","3","0","1","1","0","0","0","0","0","34","no"
"1","1","13","0","1","1","0","0","0","0","0","19","no"
"1","1","9","3","1","1","0","0","0","0","0","34","no"
"0","0","3","0","0","1","0","0","0","0","0","5","no"
"0","0","3","1","0","1","0","0","0","0","0","5","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","5","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","9","no"
"0","0","3","0","0","1","0","0","0","0","0","9","no"
"0","0","3","0","0","1","0","0","0","0","0","9","no"
"1","1","8","0","0","2","1","0","0","1","1","4","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","4","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","30","0","3","5","0","3","0","2","0","20","no"
"1","1","17","0","0","5","4","1","2","2","0","13","no"
"1","1","11","0","3","3","2","1","1","1","0","6","no"
"1","1","8","0","0","2","1","1","0","1","0","8","no"
"0","0","3","1","0","1","0","0","0","0","0","6","no"
"1","1","4","0","0","1","1","0","0","0","0","1","no"
"1","1","4","1","0","1","1","0","0","0","0","4","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","2","no"
"1","1","20","0","0","4","1","1","2","2","0","8","no"
"0","0","3","1","0","1","0","0","0","0","0","6","no"
"1","1","11","0","0","3","1","1","1","2","0","3","no"
"3","3","27","0","28","6","0","0","0","2","0","19","no"
"2","2","9","0","2","4","0","0","3","1","0","1","no"
"1","1","3","1","0","1","0","0","0","0","0","1","no"
"1","1","4","1","0","1","0","0","0","0","0","2","no"
"1","1","25","1","1","8","1","0","2","3","0","13","no"
"3","3","6","1","0","1","0","0","0","0","0","1","no"
"1","1","30","0","7","3","0","0","0","1","0","5","no"
"0","0","19","1","1","1","0","0","0","0","0","4","no"
"1","1","3","2","1","1","0","0","0","0","0","4","no"
"1","1","25","2","0","4","1","0","0","1","0","4","no"
"1","1","14","1","0","3","0","0","0","1","3","8","no"
"3","3","19","0","2","1","0","0","0","0","0","1","no"
"1","1","4","0","0","1","0","0","0","0","0","3","no"
"0","0","3","0","0","1","0","0","0","0","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","5","no"
"1","1","50","1","1","1","0","0","0","0","0","5","yes"
"1","1","57","1","3","11","4","1","1","2","9","18","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","2","24","0","2","5","3","1","0","2","2","9","yes"
"0","0","13","0","0","1","0","0","0","0","0","3","no"
"5","5","33","2","0","6","1","0","0","2","1","2","yes"
"1","1","9","1","0","3","2","1","0","2","0","7","no"
"1","1","6","2","2","1","1","0","0","0","0","5","no"
"2","2","9","0","0","3","2","0","2","1","0","10","no"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","18","0","0","5","1","0","1","1","1","4","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","2","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","2","no"
"0","0","3","2","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","2","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","2","no"
"0","0","4","2","0","2","1","0","1","1","0","2","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","5","0","2","3","0","0","1","1","0","2","no"
"0","0","4","0","2","2","2","0","0","1","0","8","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","1","1","no"
"0","0","5","0","0","1","0","0","0","0","0","1","no"
"0","0","6","0","0","3","3","0","1","1","0","5","no"
"0","0","6","0","0","3","1","0","2","1","2","5","no"
"1","1","10","0","0","3","1","0","2","1","0","2","no"
"0","0","4","0","0","1","0","0","0","0","0","1","no"
"1","1","3","0","0","2","1","0","1","0","0","1","no"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"0","0","9","0","0","1","0","0","0","0","0","1","no"
"2","2","3","0","0","1","0","0","0","0","0","3","no"
"0","0","5","0","0","4","0","0","3","1","0","4","no"
"0","0","31","0","0","17","1","3","10","2","10","28","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","3","0","0","1","0","0","0","0","0","6","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","46","0","0","10","2","0","3","2","2","24","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","20","0","0","5","0","0","0","1","3","4","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","3","1","0","1","0","0","0","0","0","4","no"
"3","3","8","0","0","3","1","0","1","1","0","7","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"1","1","9","0","0","1","0","0","0","1","0","4","no"
"2","2","9","0","0","1","0","0","0","1","0","4","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"1","1","17","0","0","5","0","0","0","1","2","5","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"1","1","20","0","0","5","0","0","0","1","3","4","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","22","0","0","3","3","0","1","2","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","1","0","0","0","0","3","no"
"1","1","3","0","0","1","1","0","0","0","0","3","no"
"1","1","18","0","0","3","1","1","0","2","0","3","no"
"1","1","36","0","0","7","5","0","4","3","0","10","no"
"1","1","3","0","0","2","1","0","1","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","12","0","1","3","0","0","0","1","0","5","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","3","1","0","2","1","0","1","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","1","1","1","0","0","0","0","5","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","12","1","1","2","0","0","0","1","0","5","no"
"1","1","8","0","1","2","0","0","0","1","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","1","1","1","0","0","0","0","5","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","4","1","0","1","0","0","0","0","0","5","no"
"2","2","38","0","2","10","2","1","2","3","0","16","no"
"2","2","3","1","2","1","0","0","0","0","0","4","no"
"3","3","7","3","0","2","0","0","0","1","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","2","3","0","2","1","0","0","0","0","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","2","3","0","1","1","0","0","0","0","0","2","no"
"1","1","5","1","0","1","1","0","0","0","0","3","no"
"2","2","30","0","4","8","1","0","2","2","0","7","no"
"1","1","12","0","0","1","1","0","0","0","0","7","no"
"1","1","5","1","0","1","1","0","0","0","0","3","no"
"1","1","5","1","0","1","1","0","0","0","0","3","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","13","1","1","2","1","0","0","1","0","7","no"
"3","3","16","1","0","6","1","0","0","1","0","3","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"1","1","5","0","0","2","0","1","0","1","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"1","1","5","0","0","2","0","0","0","1","0","3","no"
"1","1","9","1","0","2","2","0","1","1","0","6","no"
"1","1","12","0","2","3","1","0","1","1","0","10","no"
"1","1","10","0","1","3","0","0","1","1","1","5","no"
"1","1","9","0","1","1","0","0","0","1","0","4","no"
"1","1","5","1","1","2","0","1","0","1","0","6","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","8","0","1","2","1","0","1","1","0","5","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","7","0","1","1","0","0","0","0","3","no"
"1","1","6","2","1","2","1","0","0","1","0","4","no"
"1","1","13","0","1","3","1","0","1","1","0","10","no"
"1","1","8","0","1","2","1","0","1","1","0","7","no"
"1","1","10","1","1","3","0","0","0","1","0","7","no"
"2","2","3","1","0","1","1","0","0","0","0","10","no"
"2","2","1","1","0","1","0","0","0","0","0","1","no"
"1","1","2","1","0","1","0","0","0","0","0","6","no"
"1","1","11","0","1","3","1","0","1","1","0","8","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"3","3","59","0","4","12","0","0","2","5","4","28","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","1","0","1","1","0","0","0","0","5","no"
"1","1","10","0","1","3","0","0","1","1","1","3","no"
"1","1","4","1","1","1","0","0","0","0","0","6","no"
"1","1","11","0","1","3","0","0","1","2","1","3","no"
"1","1","15","1","0","2","0","0","0","1","0","4","no"
"1","1","13","1","0","4","3","0","1","1","0","5","no"
"1","1","4","1","0","1","0","0","0","0","0","3","no"
"1","1","10","0","2","4","0","0","0","3","0","2","no"
"2","2","19","0","0","4","1","0","1","1","0","5","yes"
"0","0","9","0","0","1","0","0","0","0","0","9","no"
"1","1","34","0","1","11","1","1","4","4","2","17","no"
"1","1","10","2","1","3","1","0","1","1","0","5","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"0","0","1","1","0","1","0","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","12","0","1","2","1","0","1","1","0","6","no"
"1","1","27","0","0","3","0","0","0","1","0","3","no"
"1","1","5","0","0","1","1","0","0","0","0","4","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","7","0","1","2","0","1","0","1","0","4","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"0","0","6","0","0","1","0","0","0","0","0","5","no"
"1","1","21","0","0","6","2","1","2","1","0","9","no"
"2","2","48","0","0","10","5","0","4","3","1","35","no"
"1","1","6","0","0","4","0","0","0","1","0","5","yes"
"1","1","3","0","0","1","0","0","0","0","0","1","no"
"1","1","7","1","0","2","0","0","0","1","2","4","no"
"1","1","4","0","0","1","0","0","0","0","0","6","no"
"1","1","3","0","0","1","0","0","0","0","0","3","no"
"1","1","22","0","2","7","0","0","4","3","0","1","no"
"1","1","24","1","1","5","2","0","1","2","0","5","no"
"1","1","5","0","0","1","1","0","0","0","0","4","no"
"1","1","3","0","1","1","0","0","0","0","0","5","no"
"1","1","16","1","2","5","2","0","2","1","1","7","no"
"1","1","26","1","1","3","1","0","2","2","0","4","no"
"1","1","8","1","0","1","1","0","0","0","0","4","no"
"1","1","4","2","1","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","10","no"
"0","0","7","0","0","1","0","0","0","0","0","10","no"
"1","1","12","1","1","2","0","1","0","1","0","3","no"
"0","0","4","0","0","1","0","0","0","0","0","10","no"
"1","1","17","1","1","3","1","1","0","2","0","4","no"
"1","1","10","2","0","3","1","0","2","1","0","3","no"
"1","1","15","2","0","4","0","0","2","2","1","7","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","6","0","0","1","1","0","0","0","0","3","no"
"2","2","9","0","1","3","0","0","0","1","2","3","no"
"1","1","8","2","0","2","1","0","0","1","0","2","no"
"1","1","12","0","1","4","0","0","0","1","1","6","no"
"0","0","6","0","0","1","0","0","0","0","0","6","no"
"0","0","5","0","0","1","0","0","0","0","0","3","no"
"1","1","33","0","0","8","1","0","3","3","1","15","no"
"0","0","6","0","0","1","0","0","0","0","0","5","no"
"1","1","3","0","0","1","1","0","0","0","0","3","no"
"1","1","9","0","1","2","2","0","1","1","0","5","no"
"1","1","18","3","1","4","4","0","2","1","0","9","no"
"1","1","3","2","0","1","1","0","0","0","0","8","no"
"1","1","20","0","0","6","2","0","2","2","0","12","no"
"1","1","5","0","2","1","1","0","0","0","0","5","no"
"1","1","22","2","1","7","0","0","4","3","3","12","no"
"1","1","3","0","1","1","0","0","0","0","0","1","no"
"1","1","9","0","0","2","2","0","0","1","0","8","no"
"1","1","13","0","2","3","2","0","2","2","0","3","no"
"1","1","4","1","2","1","1","0","0","0","0","5","no"
"1","1","9","0","1","3","0","0","1","1","1","6","no"
"1","1","14","0","0","4","1","1","1","2","0","3","no"
"1","1","9","0","1","3","1","0","1","1","0","4","no"
"1","1","3","0","1","1","0","0","0","0","0","12","no"
"1","1","3","3","0","1","1","0","0","0","0","5","no"
"2","2","12","0","0","4","1","0","2","2","1","6","no"
"2","2","16","0","0","3","2","0","0","2","0","7","no"
"3","3","21","0","0","3","1","0","2","1","0","5","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"0","0","6","0","0","1","1","0","0","0","0","3","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"1","1","8","0","0","4","1","0","0","1","1","4","no"
"1","1","3","0","0","1","0","0","0","0","0","2","no"
"2","2","9","0","1","2","1","0","1","1","0","6","no"
"0","0","4","0","0","1","0","0","0","0","0","3","no"
"1","1","6","0","0","3","2","0","1","1","0","5","no"
"1","1","8","0","0","3","2","0","1","1","0","8","no"
"1","1","3","1","0","1","1","0","0","0","0","5","no"
"2","2","16","0","0","3","2","0","0","2","0","7","no"
"2","2","3","0","1","1","1","0","0","0","0","9","no"
"2","2","6","0","0","2","2","0","1","1","0","4","no"
"2","2","7","0","0","2","0","0","0","1","0","5","no"
"1","1","4","0","0","1","0","0","0","0","0","5","no"
"0","0","6","0","0","1","1","0","0","0","0","3","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","9","0","0","2","0","0","0","1","0","6","no"
"0","0","1","1","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","5","0","1","1","1","0","0","0","0","3","no"
"0","0","12","0","1","1","1","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","1","1","1","0","0","0","0","5","no"
"0","0","3","0","1","1","1","0","0","0","0","13","no"
"0","0","32","2","0","2","2","0","1","1","0","13","no"
"0","0","13","0","0","1","1","0","0","0","0","3","no"
"0","0","3","0","2","1","1","0","0","0","0","3","no"
"0","0","8","0","0","2","0","0","0","1","0","4","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","4","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","1","1","1","0","0","0","0","1","no"
"0","0","3","0","1","1","1","0","0","0","0","1","no"
"0","0","11","1","1","3","1","0","0","1","2","8","no"
"0","0","3","0","1","1","1","0","0","0","0","8","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","2","0","0","1","0","0","0","0","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","5","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","5","no"
"0","0","3","0","0","2","1","0","1","0","0","1","no"
"0","0","5","0","0","1","1","0","0","0","0","2","no"
"0","0","8","0","0","2","0","0","1","1","0","25","no"
"0","0","3","0","0","1","0","0","0","0","0","25","no"
"0","0","5","0","0","4","2","0","2","1","0","4","no"
"0","0","10","0","0","3","0","0","1","1","0","25","no"
"0","0","3","0","0","1","1","0","0","0","1","3","no"
"0","0","11","0","0","3","1","1","0","2","0","8","no"
"0","0","6","0","0","4","3","1","0","2","0","13","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","3","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","2","no"
"2","2","6","0","0","2","0","1","0","1","0","2","no"
"2","2","6","0","0","2","1","1","0","1","0","4","no"
"2","2","8","0","0","3","2","1","0","2","0","3","no"
"2","2","6","0","0","2","1","1","0","1","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","3","1","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","9","no"
"1","1","1","0","0","1","0","0","0","0","0","21","no"
"1","1","1","0","0","1","0","0","0","0","0","21","no"
"0","0","7","2","0","2","1","1","0","1","0","6","no"
"0","0","14","0","0","5","2","1","2","2","1","10","no"
"0","0","19","0","1","6","5","1","4","2","0","13","no"
"0","0","16","0","1","5","0","2","1","2","0","8","no"
"0","0","3","0","1","1","1","0","0","0","0","7","no"
"0","0","13","0","0","2","1","1","0","1","0","8","no"
"0","0","6","1","0","1","1","0","0","0","0","7","no"
"1","1","14","0","0","3","1","1","1","2","1","11","no"
"1","1","7","0","0","2","1","1","0","1","0","6","no"
"0","0","16","0","0","3","1","1","0","2","1","13","no"
"0","0","3","3","0","1","1","0","0","0","0","2","no"
"1","1","6","0","0","1","1","0","0","0","0","8","no"
"0","0","3","0","1","1","1","0","0","0","0","4","no"
"0","0","3","0","1","1","1","0","0","0","0","5","no"
"0","0","3","0","1","1","1","0","0","0","0","5","no"
"0","0","3","0","0","1","1","0","0","0","0","3","no"
"1","1","10","1","1","3","1","0","0","1","0","17","no"
"1","1","5","0","0","1","1","0","0","0","1","17","no"
"1","1","10","0","0","2","2","0","0","1","0","4","no"
"1","1","14","0","0","3","1","0","0","1","0","17","no"
"0","0","8","0","0","2","2","0","0","1","0","3","no"
"0","0","4","0","1","1","0","0","0","0","0","2","no"
"0","0","4","0","1","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","4","no"
"0","0","3","0","0","1","0","0","0","0","0","4","no"
"0","0","4","0","0","1","0","0","0","0","1","8","no"
"0","0","3","2","1","1","0","0","0","0","0","1","no"
"1","1","4","0","0","1","1","0","0","0","0","2","no"
"0","0","3","3","2","1","1","0","0","0","0","4","no"
"0","0","9","2","0","2","0","0","0","1","0","4","no"
"1","1","3","0","1","1","1","0","0","0","0","3","no"
"1","1","8","1","1","2","2","0","0","1","0","1","no"
"1","1","8","1","1","2","2","0","0","1","0","1","no"
"0","0","8","2","2","2","0","0","0","1","0","3","no"
"0","0","5","1","3","1","0","0","0","0","0","1","no"
"0","0","3","2","0","1","1","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","11","0","2","5","2","0","2","1","0","10","no"
"0","0","3","0","1","1","1","0","0","0","0","6","no"
"0","0","3","1","1","1","1","0","0","0","0","4","no"
"0","0","3","0","0","1","1","0","0","0","2","1","no"
"0","0","3","0","0","1","1","0","0","0","0","2","no"
"0","0","3","0","1","1","1","0","0","0","0","4","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"1","1","17","0","7","8","0","1","1","3","4","10","yes"
"1","1","7","0","0","3","2","0","2","1","0","4","yes"
"0","0","6","0","1","2","1","0","1","1","0","1","no"
"0","0","4","0","1","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","1","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"0","0","5","0","0","1","0","0","0","0","0","5","no"
"0","0","3","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"0","0","13","0","0","3","0","0","1","1","0","4","no"
"0","0","9","0","0","2","2","0","0","1","0","3","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","2","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"1","1","1","0","0","1","0","0","0","0","0","1","no"
"0","0","7","0","4","2","0","0","1","1","0","14","no"
"0","0","6","1","0","1","0","0","0","0","0","6","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","4","0","0","1","0","0","0","0","0","4","no"
"0","0","1","1","0","1","0","0","0","0","0","1","no"
"0","0","17","0","0","1","0","0","0","0","0","1","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"0","0","3","0","0","1","0","0","0","0","0","3","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"1","1","14","0","8","1","0","0","0","0","0","4","no"
"1","1","4","0","0","1","0","0","0","0","0","4","no"
"0","0","3","0","0","1","0","0","0","0","0","2","no"
"0","0","5","0","0","1","0","0","0","0","0","4","no"
"1","1","8","1","0","2","2","0","1","1","0","9","no"
"2","2","21","0","0","2","1","0","0","1","0","3","no"
"0","0","8","0","0","1","0","0","0","0","0","7","no"
"8","8","91","0","0","3","2","0","0","1","1","12","no"
"0","0","3","1","0","1","0","0","0","0","0","2","no"
"2","2","8","0","0","2","0","0","0","1","0","2","no"
"2","2","32","0","0","2","1","0","0","1","0","1","no"
"0","0","7","0","0","1","0","0","0","0","0","7","no"
"0","0","12","0","0","2","1","0","1","1","0","5","no"
"0","0","5","0","0","1","0","0","0","0","0","4","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","1","0","0","1","0","0","0","0","0","1","no"
"0","0","23","1","0","7","0","0","3","2","0","8","no"
"1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","2","8","1","0","2","2","0","0","1","0","8","no"
