@relation BOOKKEEPER_B

@attribute nAuth numeric
@attribute methodHistories numeric
@attribute loc numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute wmc numeric
@attribute returns numeric
@attribute loops numeric
@attribute comparison numeric
@attribute maxNested numeric
@attribute math numeric
@attribute smells numeric
@attribute buggy {yes,no}

@data
"1","1","3","0","1","1","1","0","0","0","0","0","no"
"0","0","10","0","0","3","0","0","1","1","0","0","no"
"1","1","3","0","0","2","1","0","1","0","0","0","no"
"1","1","5","0","0","1","1","0","0","0","0","0","no"
"0","0","8","0","0","2","0","0","1","1","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","5","0","0","4","2","0","2","1","0","0","no"
"1","1","3","0","0","1","1","0","0","0","1","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","2","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"1","1","11","0","0","3","1","1","0","2","1","0","yes"
"1","1","6","0","0","4","3","1","0","2","0","0","no"
