@relation BOOKKEEPER_B

@attribute nAuth numeric
@attribute methodHistories numeric
@attribute loc numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute wmc numeric
@attribute returns numeric
@attribute loops numeric
@attribute comparison numeric
@attribute maxNested numeric
@attribute math numeric
@attribute smells numeric
@attribute buggy {yes,no}

@data
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","8","1","0","2","0","0","1","0","0","0","no"
"0","0","11","0","0","3","0","0","0","2","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","12","0","0","8","7","0","6","2","0","0","no"
"0","0","7","0","1","2","1","0","0","1","0","0","no"
"0","0","6","0","0","2","0","1","1","1","0","0","no"
"0","0","2","0","0","1","0","0","0","0","0","0","no"
"0","0","3","1","0","2","1","0","1","0","0","0","no"
"0","0","14","0","0","4","1","1","2","1","1","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","6","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","8","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","6","0","0","1","0","0","0","0","0","0","no"
"2","2","2","0","6","1","0","0","0","0","0","0","no"
"2","2","3","0","0","1","0","0","0","0","0","0","no"
"0","0","9","0","1","2","2","0","0","1","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","1","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","2","0","0","1","0","0","0","0","0","0","no"
"0","0","2","0","6","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","13","0","0","3","1","0","0","1","0","0","no"
"0","0","16","0","0","2","1","0","0","1","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","24","0","0","2","1","0","0","1","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","6","1","0","0","0","0","0","0","no"
"0","0","13","1","0","1","0","0","0","0","0","0","no"
"0","0","5","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","9","0","2","1","0","0","0","0","0","0","no"
"1","1","10","1","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","25","0","2","5","0","0","0","2","3","0","no"
"1","1","14","1","1","1","0","0","0","0","0","0","no"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"1","1","43","0","0","5","2","0","1","2","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"1","1","22","0","0","4","2","0","0","2","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","11","0","0","1","1","0","0","0","0","0","no"
"0","0","3","1","1","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","1","1","0","0","0","0","0","0","no"
"1","1","4","2","1","1","0","0","0","0","0","0","no"
"1","1","4","2","1","1","0","0","0","0","0","0","no"
"1","1","3","0","1","1","0","0","0","0","0","0","no"
"2","2","49","0","1","9","1","2","2","3","1","0","no"
"0","0","13","0","0","2","0","0","0","1","0","0","no"
"0","0","8","0","0","2","2","0","0","1","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","9","0","0","2","0","0","1","1","0","0","no"
"0","0","2","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","3","1","1","1","0","0","0","0","0","no"
"0","0","61","0","1","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","2","0","1","1","0","0","0","0","0","no"
"2","2","21","0","1","2","0","0","0","1","1","0","yes"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"1","1","12","0","0","3","3","0","0","1","1","0","no"
"1","1","8","0","0","2","2","0","0","1","1","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","13","0","1","1","0","0","0","0","0","0","no"
"0","0","20","0","8","2","0","0","0","1","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","7","0","0","2","1","0","0","1","0","0","no"
"0","0","4","0","1","1","0","0","0","0","0","0","no"
"0","0","4","0","8","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","1","1","0","1","0","0","0","0","0","0","no"
"0","0","8","0","1","2","0","0","0","1","0","0","no"
"0","0","17","0","4","2","1","0","1","1","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","2","0","1","1","0","0","0","0","0","no"
"1","1","13","0","1","3","2","0","1","1","0","0","no"
"1","1","14","0","1","3","2","0","1","1","0","0","no"
"0","0","24","0","0","5","1","1","1","3","0","0","no"
"0","0","3","1","0","1","1","0","0","0","0","0","no"
"1","1","4","0","0","1","0","0","0","0","0","0","no"
"0","0","12","0","1","3","0","0","0","1","1","0","no"
"0","0","3","1","0","1","1","0","0","0","0","0","no"
"1","1","41","0","2","8","4","0","3","2","3","0","yes"
"1","1","3","2","1","1","1","0","0","0","0","0","no"
"1","1","5","0","0","2","1","0","1","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","6","1","0","1","1","0","0","0","1","0","no"
"0","0","21","0","2","4","1","1","1","3","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"1","1","15","0","1","4","2","1","1","2","1","0","no"
"1","1","3","1","1","1","0","0","0","0","0","0","no"
"1","1","26","0","2","2","1","0","1","1","0","0","yes"
"1","1","15","0","1","4","1","0","1","2","0","0","no"
"1","1","8","1","0","3","1","1","0","2","1","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","18","0","2","12","3","0","0","1","3","0","no"
"1","1","14","1","0","5","2","1","1","3","1","0","no"
"1","1","63","1","2","15","4","2","5","5","11","0","yes"
"0","0","9","1","0","3","2","0","2","1","0","0","no"
"1","1","21","1","1","6","2","1","1","2","2","0","yes"
"1","1","35","1","4","9","4","1","4","2","2","0","yes"
"1","1","19","0","1","4","0","0","0","2","3","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"2","2","17","1","0","5","2","1","1","2","0","0","no"
"0","0","6","0","0","1","0","0","0","0","0","0","no"
"1","1","3","1","0","2","1","0","0","0","0","0","no"
"1","1","47","1","0","7","0","1","0","4","3","0","no"
"0","0","14","0","0","3","1","0","1","2","0","0","no"
"0","0","57","0","0","16","1","2","4","4","11","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","24","0","0","5","1","1","2","2","3","0","no"
"0","0","6","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","2","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","11","0","0","2","1","0","1","2","0","0","no"
"0","0","12","0","0","2","1","0","1","2","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","9","0","2","2","2","0","2","1","0","0","no"
"0","0","3","0","0","2","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","9","0","2","2","1","0","0","0","0","0","no"
"0","0","6","0","0","2","0","0","1","1","2","0","no"
"0","0","5","0","0","1","0","0","0","0","0","0","no"
"0","0","10","0","3","3","0","1","1","2","5","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","4","0","1","1","0","0","0","0","0","no"
"0","0","5","5","0","2","0","0","0","1","0","0","no"
"0","0","5","0","1","1","1","0","0","0","0","0","no"
"0","0","4","1","1","1","1","0","0","0","0","0","no"
"0","0","6","0","0","2","0","0","0","1","0","0","no"
"0","0","6","0","1","1","0","0","0","0","0","0","no"
"0","0","8","0","1","3","2","1","0","2","3","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","4","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","2","0","0","1","0","0","0","no"
"0","0","6","0","1","1","0","0","0","0","0","0","no"
"1","1","3","0","1","1","0","0","0","0","0","0","no"
"1","1","2","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"1","1","16","0","1","3","1","0","1","2","0","0","no"
"1","1","19","1","0","4","3","0","1","2","2","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"1","1","14","0","3","1","1","0","0","1","0","0","no"
"1","1","30","2","1","7","1","0","3","2","1","0","no"
"1","1","16","0","0","11","0","0","4","1","3","0","no"
"1","1","5","1","0","1","1","0","0","0","0","0","no"
"2","2","4","3","0","1","1","0","0","0","2","0","no"
"1","1","14","0","1","2","1","1","0","1","0","0","no"
"1","1","16","2","1","3","2","0","1","1","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"0","0","7","0","1","2","0","0","1","1","0","0","no"
"2","2","10","0","2","1","1","0","0","1","0","0","no"
"0","0","21","0","2","4","0","0","2","3","1","0","no"
"0","0","15","0","1","2","0","0","1","2","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","7","0","1","3","0","0","2","1","0","0","no"
"1","1","4","0","1","2","1","0","1","0","0","0","no"
"0","0","5","0","0","1","0","0","0","0","0","0","no"
"1","1","23","0","1","4","1","1","0","3","3","0","no"
"1","1","34","9","3","9","1","0","4","3","2","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","1","0","1","1","0","0","0","0","0","no"
"0","0","8","0","1","2","1","0","0","1","1","0","no"
"0","0","3","0","1","1","1","0","0","0","1","0","no"
"1","1","7","0","2","2","0","0","0","1","0","0","no"
"0","0","13","2","1","3","1","1","0","2","0","0","no"
"0","0","9","2","0","3","1","0","1","1","1","0","no"
"1","1","42","0","3","10","0","1","0","3","8","0","no"
"0","0","11","0","0","5","0","0","2","2","0","0","no"
"3","3","36","1","0","8","1","1","3","2","2","0","no"
"0","0","4","0","1","1","1","0","0","0","0","0","no"
"1","1","12","0","1","3","2","0","1","1","0","0","no"
"1","1","11","2","0","1","0","0","0","0","0","0","no"
"0","0","64","1","5","10","1","2","1","4","2","0","no"
"0","0","33","1","2","9","0","2","1","6","0","0","no"
"1","1","52","0","4","8","1","0","0","1","2","0","no"
"0","0","21","2","1","6","1","1","0","3","1","0","no"
"0","0","4","1","0","1","0","0","0","0","0","0","no"
"0","0","8","3","0","2","1","1","0","1","0","0","no"
"0","0","39","1","3","6","0","1","0","4","0","0","no"
"1","1","25","3","0","6","3","0","1","1","2","0","no"
"0","0","24","2","0","4","1","0","0","2","1","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"1","1","10","0","1","2","0","0","1","1","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","9","1","0","1","1","0","0","0","0","0","no"
"0","0","11","0","0","3","1","0","2","1","0","0","no"
"0","0","6","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"1","1","24","0","0","5","1","0","0","1","0","0","no"
"0","0","1","1","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","6","0","0","2","1","0","1","1","0","0","no"
"0","0","7","0","0","2","0","0","0","1","4","0","no"
"0","0","58","0","0","9","0","0","2","4","2","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","1","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","4","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","4","1","0","0","0","0","0","0","no"
"0","0","1","1","4","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"1","1","2","0","1","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","5","0","0","1","1","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","6","0","0","2","1","0","0","1","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"1","1","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","5","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","8","0","0","2","1","0","1","1","1","0","no"
"0","0","5","0","0","2","0","0","0","1","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"1","1","40","0","0","9","0","3","2","4","0","0","yes"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","9","0","0","3","0","1","1","2","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","7","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","13","0","1","2","2","0","0","1","0","0","no"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"0","0","5","0","0","1","0","0","0","0","0","0","no"
"0","0","3","1","0","1","0","0","0","0","0","0","no"
"0","0","3","0","4","1","0","0","0","0","0","0","no"
"3","3","10","0","6","2","0","0","0","1","0","0","yes"
"0","0","1","1","0","1","0","0","0","0","0","0","no"
"0","0","3","1","1","1","0","0","0","0","0","0","no"
"0","0","28","2","2","7","0","1","3","2","9","0","no"
"0","0","1","2","0","1","0","0","0","0","0","0","no"
"0","0","3","0","1","1","0","0","0","0","0","0","no"
"0","0","5","0","1","1","1","0","0","0","1","0","no"
"0","0","1","3","0","1","0","0","0","0","0","0","no"
"0","0","4","0","1","1","0","0","0","0","0","0","no"
"0","0","3","1","1","1","0","0","0","0","0","0","no"
"0","0","17","0","2","1","1","0","0","0","1","0","no"
"0","0","8","0","2","1","1","0","0","0","0","0","no"
"0","0","10","0","0","3","2","0","0","1","1","0","no"
"0","0","1","0","0","1","0","0","0","0","0","0","no"
"0","0","5","1","0","1","0","0","0","0","0","0","no"
"1","1","10","0","0","5","0","0","2","2","0","0","no"
"1","1","20","0","0","4","3","0","1","1","2","0","no"
"0","0","8","0","0","1","0","0","0","0","0","0","no"
"2","2","13","0","0","2","1","0","0","1","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"2","2","3","0","0","1","0","0","0","0","0","0","no"
"0","0","7","0","0","1","0","0","0","0","0","0","no"
"0","0","11","0","0","2","2","0","0","1","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"2","2","12","1","0","4","2","1","0","2","0","0","no"
"2","2","12","1","0","4","2","1","0","2","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","10","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"3","3","26","0","0","3","1","0","2","1","3","0","no"
"0","0","7","1","0","1","0","0","0","0","0","0","no"
"0","0","5","1","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","5","3","0","2","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"2","2","35","1","1","6","1","2","2","4","0","0","no"
"0","0","12","0","0","2","0","0","0","0","0","0","no"
"4","4","20","1","1","5","1","2","2","2","0","0","no"
"0","0","3","0","0","1","1","0","0","0","1","0","no"
"0","0","28","0","0","17","6","1","12","3","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","2","1","0","1","0","0","0","no"
"0","0","4","2","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"4","4","23","0","1","5","2","2","1","2","1","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","8","0","0","2","2","0","0","1","0","0","no"
"0","0","9","0","0","2","2","0","0","1","1","0","no"
"6","6","54","0","3","10","2","2","2","2","1","0","no"
"1","1","11","0","1","3","0","0","2","1","0","0","yes"
"1","1","10","0","0","2","0","0","1","1","1","0","yes"
"0","0","7","0","0","1","0","0","0","0","0","0","no"
"1","1","5","0","0","1","1","0","0","0","0","0","no"
"0","0","4","2","0","2","0","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","6","0","2","2","0","1","0","1","0","0","no"
"3","3","28","0","0","7","4","0","0","1","3","0","yes"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","15","0","2","4","2","0","1","1","1","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","no"
"4","4","21","2","3","8","1","0","6","1","1","0","no"
"3","3","10","1","0","3","1","1","1","2","0","0","no"
"4","4","24","3","2","5","3","0","1","2","1","0","yes"
"0","0","3","1","0","1","1","0","0","0","0","0","no"
"3","3","14","1","3","3","3","0","1","1","0","0","yes"
"0","0","18","1","1","3","3","0","0","1","1","0","no"
"0","0","7","1","0","1","0","0","0","0","0","0","no"
"3","3","7","1","0","2","2","0","1","1","0","0","no"
"3","3","9","1","0","3","1","1","0","2","0","0","no"
"0","0","1","1","0","1","0","0","0","0","0","0","no"
"0","0","4","1","0","1","0","0","0","0","1","0","no"
"1","1","3","0","1","1","1","0","0","0","0","0","no"
"0","0","3","0","1","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","4","1","0","1","0","0","0","0","1","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","20","0","0","3","2","0","0","3","1","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"1","1","4","0","0","2","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"1","1","3","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"3","3","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","7","0","0","3","2","0","2","1","0","0","yes"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","11","0","1","3","2","1","1","1","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"1","1","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"1","1","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"1","1","3","0","0","1","1","0","0","0","0","0","yes"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","7","0","1","2","2","0","1","1","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","1","0","0","0","0","0","no"
"0","0","4","0","0","1","1","0","0","0","0","0","no"
"0","0","7","0","0","3","2","0","2","1","0","0","yes"
"1","1","4","0","0","1","1","0","0","0","0","0","no"
"0","0","3","0","0","1","0","0","0","0","0","0","no"
"0","0","7","0","0","2","2","0","1","1","0","0","no"
