#,Version,fileName,methodName,nAuth,methodHistories,loc,fain,fanout,wmc,returns,loops,comparison,maxNested,math,smells,buggy
"2","4.1.0","Cookie.java","writeToDirectory","0","0","15","0","1","2","0","0","1","2","0","7","no"
"2","4.1.0","Cookie.java","readFromZooKeeper","1","1","8","0","2","1","1","0","0","0","0","10","no"
"2","4.1.0","Cookie.java","parse","1","1","15","2","1","3","1","0","0","1","0","6","no"
"2","4.1.0","Cookie.java","deleteFromZooKeeper","0","0","7","0","1","2","0","0","1","1","0","5","no"
"2","4.1.0","Cookie.java","verify","1","1","5","0","0","6","0","0","1","1","0","6","no"
"2","4.1.0","Cookie.java","toString","1","1","5","2","0","1","1","0","0","0","0","7","no"
"2","4.1.0","Cookie.java","generateCookie","1","1","14","0","1","2","1","1","0","1","1","10","no"
"2","4.1.0","Cookie.java","readFromDirectory","1","1","4","0","1","1","1","0","0","0","0","3","no"
"2","4.1.0","EntryLogger.java","accept","1","1","3","0","0","1","1","0","0","0","0","3","no"
"2","4.1.0","FileInfo.java","readAbsolute","1","1","13","2","1","3","1","1","0","2","0","5","no"
"2","4.1.0","FileInfo.java","size","1","1","8","0","1","2","1","0","0","1","1","2","no"
"2","4.1.0","FileInfo.java","writeHeader","1","1","10","1","0","1","0","0","0","0","0","7","yes"
"2","4.1.0","FileInfo.java","write","1","1","22","0","1","4","1","1","0","3","3","7","no"
"2","4.1.0","FileInfo.java","checkParents","1","1","9","1","0","3","1","0","1","1","1","7","no"
"2","4.1.0","FileInfo.java","read","0","0","3","0","1","1","1","0","0","0","1","5","no"
"2","4.1.0","FileInfo.java","getMasterKey","1","1","4","0","1","1","1","0","0","0","0","1","no"
"2","4.1.0","FileInfo.java","readHeader","2","2","33","1","0","8","1","1","3","2","2","14","yes"
"2","4.1.0","FileInfo.java","close","2","2","7","0","1","3","0","0","2","1","0","2","no"
"2","4.1.0","FileInfo.java","release","1","1","11","0","0","5","0","0","2","2","0","2","no"
"2","4.1.0","FileInfo.java","checkOpen","3","3","34","5","3","9","1","0","4","3","2","7","no"
"2","4.1.0","FileInfo.java","FileInfo","0","0","4","0","0","1","0","0","0","0","0","5","no"
"2","4.1.0","FileInfo.java","use","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","FileInfo.java","delete","1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","FileSystemUpgrade.java","upgrade","2","2","60","1","5","9","0","2","1","4","2","24","no"
"2","4.1.0","FileSystemUpgrade.java","linkIndexDirectories","2","2","21","2","1","6","1","1","0","3","1","8","no"
"2","4.1.0","FileSystemUpgrade.java","detectPreviousVersion","2","2","25","3","0","6","3","0","1","1","2","10","no"
"2","4.1.0","FileSystemUpgrade.java","getAllDirectories","1","1","8","3","0","2","1","1","0","1","0","4","no"
"2","4.1.0","FileSystemUpgrade.java","main","1","1","52","0","4","8","1","0","0","1","2","25","no"
"2","4.1.0","FileSystemUpgrade.java","finalizeUpgrade","2","2","33","1","2","9","0","2","1","6","0","13","no"
"2","4.1.0","FileSystemUpgrade.java","printHelp","1","1","4","1","0","1","0","0","0","0","0","3","no"
"2","4.1.0","FileSystemUpgrade.java","rollback","2","2","39","1","3","6","0","1","0","4","0","12","no"
"2","4.1.0","FileSystemUpgrade.java","newZookeeper","1","1","24","2","0","4","1","0","0","2","1","3","no"
"2","4.1.0","GarbageCollectorThread.java","extractMetaFromEntryLogs","0","0","25","1","1","6","1","1","0","2","2","6","no"
"2","4.1.0","GarbageCollectorThread.java","GarbageCollectorThread","0","0","38","0","0","13","0","0","0","2","9","12","no"
"2","4.1.0","GarbageCollectorThread.java","run","4","4","29","0","4","7","0","1","0","3","2","2","yes"
"2","4.1.0","GarbageCollectorThread.java","extractMetaFromEntryLog","2","2","7","1","2","1","1","0","0","0","1","6","no"
"2","4.1.0","GarbageCollectorThread.java","doCompactEntryLogs","1","1","34","1","3","5","1","1","0","2","2","5","yes"
"2","4.1.0","GarbageCollectorThread.java","removeEntryLog","1","1","5","2","0","2","0","0","0","1","0","1","no"
"2","4.1.0","GarbageCollectorThread.java","compactEntryLog","1","1","21","1","2","4","2","0","1","1","3","6","yes"
"2","4.1.0","GarbageCollectorThread.java","doGcEntryLogs","2","2","14","1","3","5","0","2","0","3","1","7","no"
"2","4.1.0","HandleFactory.java","getReadOnlyHandle","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","HandleFactory.java","getHandle","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","HandleFactoryImpl.java","getReadOnlyHandle","1","1","11","0","0","2","1","0","1","2","0","2","no"
"2","4.1.0","HandleFactoryImpl.java","getHandle","2","2","12","0","0","2","1","0","1","2","0","3","no"
"2","4.1.0","HandleFactoryImpl.java","HandleFactoryImpl","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","InterleavedLedgerStorage.java","addEntry","1","1","9","1","0","1","1","0","0","0","0","5","no"
"2","4.1.0","InterleavedLedgerStorage.java","setMasterKey","1","1","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","InterleavedLedgerStorage.java","ledgerExists","1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","InterleavedLedgerStorage.java","InterleavedLedgerStorage","0","0","5","0","1","1","0","0","0","0","0","3","no"
"2","4.1.0","InterleavedLedgerStorage.java","getEntry","2","2","11","0","0","3","1","0","2","1","0","2","no"
"2","4.1.0","InterleavedLedgerStorage.java","readMasterKey","1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","Journal.java","accept","1","1","1","1","0","1","0","0","0","0","0","8","no"
"2","4.1.0","JournalChannel.java","close","1","1","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","JournalChannel.java","read","0","0","3","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","JournalChannel.java","JournalChannel","0","0","3","0","0","1","0","0","0","0","0","22","no"
"2","4.1.0","JournalChannel.java","getFormatVersion","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","JournalChannel.java","getBufferedChannel","0","0","6","0","0","2","1","0","1","1","0","1","no"
"2","4.1.0","JournalChannel.java","preAllocIfNeeded","0","0","7","0","0","2","0","0","0","1","4","1","no"
"2","4.1.0","JournalChannel.java","JournalChannel","0","0","58","0","0","9","0","0","2","4","2","22","no"
"2","4.1.0","LedgerCache.java","setMasterKey","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","deleteLedger","0","0","1","0","1","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","putEntryOffset","1","1","1","0","4","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","flushLedger","2","2","1","1","4","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","getEntryOffset","2","2","1","0","4","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","getLastEntry","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","getJMXBean","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","readMasterKey","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCache.java","ledgerExists","0","0","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheImpl.java","compare","1","1","3","0","0","1","1","0","0","0","1","4","no"
"2","4.1.0","LedgerCacheMXBean.java","getPageLimit","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getOpenFileLimit","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getPageSize","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getNumDirtyLedgers","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getNumOpenLedgers","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getNumCleanLedgers","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerCacheMXBean.java","getPageCount","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptor.java","checkAccess","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptor.java","setFenced","1","1","1","0","0","1","0","0","0","0","0","1","yes"
"2","4.1.0","LedgerDescriptor.java","create","2","2","5","0","0","1","1","0","0","0","0","5","no"
"2","4.1.0","LedgerDescriptor.java","readEntry","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptor.java","createReadOnly","1","1","6","0","0","2","1","0","0","1","0","3","no"
"2","4.1.0","LedgerDescriptor.java","getLedgerId","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptor.java","addEntry","1","1","1","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptor.java","isFenced","1","1","1","0","0","1","0","0","0","0","0","1","yes"
"2","4.1.0","LedgerDescriptorImpl.java","readEntry","0","0","3","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","LedgerDescriptorImpl.java","LedgerDescriptorImpl","0","0","5","0","0","1","0","0","0","0","0","6","no"
"2","4.1.0","LedgerDescriptorImpl.java","isFenced","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptorImpl.java","addEntry","0","0","8","0","0","2","1","0","1","1","1","3","no"
"2","4.1.0","LedgerDescriptorImpl.java","setFenced","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptorImpl.java","checkAccess","0","0","5","0","0","2","0","0","0","1","0","2","no"
"2","4.1.0","LedgerDescriptorReadOnlyImpl.java","LedgerDescriptorReadOnlyImpl","0","0","3","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerDescriptorReadOnlyImpl.java","setFenced","0","0","4","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDescriptorReadOnlyImpl.java","checkAccess","0","0","4","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerDescriptorReadOnlyImpl.java","addEntry","0","0","4","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","equals","1","1","9","0","2","2","2","0","2","1","0","5","no"
"2","4.1.0","LedgerEntryPage.java","inUse","0","0","3","0","0","2","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","getVersion","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","toString","0","0","9","0","2","2","1","0","0","0","0","6","no"
"2","4.1.0","LedgerEntryPage.java","setFirstEntry","0","0","6","0","0","2","0","0","1","1","2","2","no"
"2","4.1.0","LedgerEntryPage.java","LedgerEntryPage","0","0","5","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerEntryPage.java","readPage","0","0","10","0","3","3","0","1","1","2","5","3","no"
"2","4.1.0","LedgerEntryPage.java","setLedger","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","isPinned","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","getFirstEntry","0","0","3","4","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","checkPage","0","0","5","5","0","2","0","0","0","1","0","1","no"
"2","4.1.0","LedgerEntryPage.java","getPageToWrite","0","0","5","0","1","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","getOffset","0","0","4","1","1","1","1","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","releasePage","0","0","6","0","0","2","0","0","0","1","0","2","no"
"2","4.1.0","LedgerEntryPage.java","setOffset","0","0","6","0","1","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerEntryPage.java","getLastEntry","0","0","8","0","1","3","2","1","0","2","3","2","no"
"2","4.1.0","LedgerEntryPage.java","usePage","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","pin","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","getLedger","0","0","3","4","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","isClean","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","LedgerEntryPage.java","unpin","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","setClean","0","0","3","0","0","2","0","0","1","0","0","2","no"
"2","4.1.0","LedgerEntryPage.java","zeroPage","0","0","6","0","1","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerDeleteOp.java","LedgerDeleteOp","0","0","6","0","0","1","0","0","0","0","0","7","no"
"2","4.1.0","LedgerDeleteOp.java","processResult","0","0","3","0","0","1","0","0","0","0","0","4","no"
"2","4.1.0","LedgerDeleteOp.java","initiate","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerEntry.java","LedgerEntry","0","0","4","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerEntry.java","getEntry","0","0","11","0","0","2","2","0","0","1","0","3","no"
"2","4.1.0","LedgerEntry.java","getEntryInputStream","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","SyncCounter.java","inc","0","0","4","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","SyncCounter.java","total","0","0","3","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","SyncCounter.java","setrc","0","0","3","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","SyncCounter.java","getSequence","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","SyncCounter.java","block","0","0","9","0","0","3","0","1","1","2","0","4","no"
"2","4.1.0","SyncCounter.java","dec","0","0","4","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","SyncCounter.java","setSequence","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","SyncCounter.java","setLh","0","0","3","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","SyncCounter.java","getrc","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","SyncCounter.java","getLh","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","AsyncCallback.java","closeComplete","0","0","1","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","BKException.java","BKNoSuchLedgerExistsException","0","0","3","1","0","1","0","0","0","0","0","1","no"
"2","4.1.0","BookKeeper.java","deleteComplete","0","0","5","0","0","1","0","0","0","0","0","6","no"
"2","4.1.0","BookKeeperAdmin.java","writeComplete","0","0","11","0","1","3","0","0","1","2","2","10","no"
"2","4.1.0","CRC32DigestManager.java","update","0","0","3","0","0","1","0","0","0","0","0","5","no"
"2","4.1.0","CRC32DigestManager.java","getValueAndReset","0","0","7","0","0","1","1","0","0","0","0","6","no"
"2","4.1.0","CRC32DigestManager.java","getMacCodeLength","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","CRC32DigestManager.java","CRC32DigestManager","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","DigestManager.java","verifyDigestAndReturnData","0","0","5","0","1","1","1","0","0","0","1","3","no"
"2","4.1.0","DigestManager.java","getMacCodeLength","0","0","1","1","0","1","0","0","0","0","0","1","no"
"2","4.1.0","DigestManager.java","verifyDigest","1","1","3","1","1","1","0","0","0","0","0","18","no"
"2","4.1.0","DigestManager.java","verifyDigest","1","1","24","2","2","6","0","1","3","2","7","18","no"
"2","4.1.0","DigestManager.java","getValueAndReset","0","0","1","2","0","1","0","0","0","0","0","1","no"
"2","4.1.0","DigestManager.java","verifyDigestAndReturnLastConfirmed","0","0","8","0","2","1","1","0","0","0","0","4","no"
"2","4.1.0","DigestManager.java","update","0","0","3","0","1","1","0","0","0","0","0","3","no"
"2","4.1.0","DigestManager.java","update","0","0","1","3","0","1","0","0","0","0","0","3","no"
"2","4.1.0","DigestManager.java","DigestManager","0","0","4","0","1","1","0","0","0","0","0","2","no"
"2","4.1.0","DigestManager.java","verifyDigest","1","1","3","1","1","1","0","0","0","0","0","18","no"
"2","4.1.0","DigestManager.java","computeDigestAndPackageForSending","0","0","17","0","2","1","1","0","0","0","1","20","no"
"2","4.1.0","DigestManager.java","instantiate","0","0","10","0","0","3","2","0","0","1","1","5","no"
"2","4.1.0","DistributionSchedule.java","addBookieAndCheckCovered","1","1","1","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerCreateOp.java","initiate","2","2","13","0","0","2","1","0","0","1","0","2","no"
"2","4.1.0","LedgerCreateOp.java","operationComplete","1","1","30","0","0","5","4","0","1","1","3","15","no"
"2","4.1.0","LedgerCreateOp.java","LedgerCreateOp","0","0","8","0","0","1","0","0","0","0","0","11","no"
"2","4.1.0","LedgerHandle.java","safeRun","2","2","56","0","9","2","0","0","0","1","1","8","no"
"2","4.1.0","LedgerMetadata.java","resolveConflict","0","0","23","0","0","10","5","1","6","2","0","16","no"
"2","4.1.0","LedgerMetadata.java","getNextEnsembleChange","0","0","9","0","0","2","2","0","0","1","1","5","no"
"2","4.1.0","LedgerMetadata.java","serialize","0","0","19","0","0","5","1","2","1","2","1","5","no"
"2","4.1.0","LedgerMetadata.java","LedgerMetadata","0","0","3","1","0","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerMetadata.java","isInRecovery","0","0","3","0","0","2","1","0","1","0","0","1","no"
"2","4.1.0","LedgerMetadata.java","isClosed","0","0","3","0","0","3","1","0","2","0","0","1","no"
"2","4.1.0","LedgerMetadata.java","updateZnodeStatus","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerMetadata.java","updateZnodeStatus","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerMetadata.java","LedgerMetadata","0","0","7","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","LedgerMetadata.java","close","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","LedgerMetadata.java","addEnsemble","0","0","5","1","0","2","0","0","0","0","0","4","no"
"2","4.1.0","LedgerMetadata.java","parseConfig","0","0","45","0","2","10","1","2","0","3","4","29","no"
"2","4.1.0","LedgerMetadata.java","getEnsemble","0","0","3","0","0","1","1","0","0","0","1","4","no"
"2","4.1.0","LedgerMetadata.java","markLedgerInRecovery","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","LedgerOpenOp.java","operationComplete","1","1","11","0","1","3","0","0","2","1","0","3","no"
"2","4.1.0","LedgerRecoveryOp.java","closeComplete","1","1","10","0","0","2","0","0","1","1","2","9","no"
"2","4.1.0","MacDigestManager.java","initialValue","1","1","13","0","1","2","2","0","0","1","0","5","no"
"2","4.1.0","PendingAddOp.java","submitCallback","0","0","4","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","PendingAddOp.java","writeComplete","1","1","31","0","0","8","4","0","2","2","4","19","no"
"2","4.1.0","PendingAddOp.java","unsetSuccessAndSendWriteRequest","0","0","20","0","1","6","2","0","1","2","2","5","no"
"2","4.1.0","PendingAddOp.java","initiate","0","0","7","0","1","2","0","1","0","1","0","4","no"
"2","4.1.0","PendingAddOp.java","setEntryId","0","0","3","0","0","1","0","0","0","0","0","2","no"
"2","4.1.0","PendingAddOp.java","enableRecoveryAdd","0","0","4","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","PendingAddOp.java","sendWriteRequest","0","0","4","2","0","2","0","0","0","0","0","6","no"
"2","4.1.0","PendingAddOp.java","PendingAddOp","0","0","8","0","0","1","0","0","0","0","0","6","no"
"2","4.1.0","PendingReadOp.java","logErrorAndReattemptRead","0","0","7","1","1","1","1","0","0","0","2","12","yes"
"2","4.1.0","PendingReadOp.java","initiate","0","0","19","0","1","4","0","1","1","2","1","9","yes"
"2","4.1.0","PendingReadOp.java","nextElement","0","0","3","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","PendingReadOp.java","size","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","PendingReadOp.java","PendingReadOp","0","0","9","0","0","1","0","0","0","0","3","9","no"
"2","4.1.0","PendingReadOp.java","sendRead","0","0","10","2","1","2","1","0","0","1","0","8","no"
"2","4.1.0","PendingReadOp.java","submitCallback","0","0","3","2","0","1","0","0","0","0","0","1","yes"
"2","4.1.0","PendingReadOp.java","hasMoreElements","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","PendingReadOp.java","readEntryComplete","1","1","33","0","2","9","3","0","5","2","3","13","yes"
"2","4.1.0","ReadLastConfirmedOp.java","readLastConfirmedDataComplete","1","1","1","1","0","1","0","0","0","0","0","3","no"
"2","4.1.0","ReadOnlyLedgerHandle.java","asyncAddEntry","0","0","4","1","0","1","0","0","0","0","1","3","no"
"2","4.1.0","ReadOnlyLedgerHandle.java","addEntry","0","0","3","0","1","1","0","0","0","0","0","5","yes"
"2","4.1.0","ReadOnlyLedgerHandle.java","asyncAddEntry","0","0","3","0","1","1","0","0","0","0","0","3","no"
"2","4.1.0","ReadOnlyLedgerHandle.java","ReadOnlyLedgerHandle","0","0","3","0","0","1","0","0","0","0","0","8","no"
"2","4.1.0","ReadOnlyLedgerHandle.java","addEntry","0","0","4","1","0","1","0","0","0","0","1","5","yes"
"2","4.1.0","ReadOnlyLedgerHandle.java","asyncClose","0","0","3","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","RoundRobinDistributionSchedule.java","RoundRobinDistributionSchedule","0","0","4","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","RoundRobinDistributionSchedule.java","getCoverageSet","1","1","3","0","1","1","1","0","0","0","0","1","no"
"2","4.1.0","RoundRobinDistributionSchedule.java","getBookieIndex","0","0","3","0","0","1","1","0","0","0","2","2","no"
"2","4.1.0","RoundRobinDistributionSchedule.java","getReplicaIndex","0","0","4","0","0","2","1","0","0","0","1","3","no"
"2","4.1.0","AbstractConfiguration.java","loadConf","0","0","3","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","AbstractConfiguration.java","setZkLedgersRootPath","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","AbstractConfiguration.java","AbstractConfiguration","0","0","4","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","AbstractConfiguration.java","loadConf","0","0","4","0","0","1","0","0","0","0","0","3","no"
"2","4.1.0","AbstractConfiguration.java","setLedgerManagerType","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","getBookieRecoveryDigestType","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","setReadTimeout","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","setThrottleValue","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","getZkServers","1","1","7","0","0","3","2","0","2","1","0","4","no"
"2","4.1.0","ClientConfiguration.java","ClientConfiguration","0","0","4","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","getNumWorkerThreads","1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","setZkServers","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","ClientConfiguration","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","setZkTimeout","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","getClientTcpNoDelay","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","setClientTcpNoDelay","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","setNumWorkerThreads","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","setBookieRecoveryPasswd","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ClientConfiguration.java","getZkTimeout","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ClientConfiguration.java","setBookieRecoveryDigestType","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","getLedgerDirs","0","0","11","0","1","3","2","1","1","1","0","3","no"
"2","4.1.0","ServerConfiguration.java","ServerConfiguration","0","0","4","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","ServerConfiguration.java","getMajorCompactionInterval","1","1","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ServerConfiguration.java","setServerTcpNoDelay","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setMajorCompactionThreshold","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setLedgerDirNames","1","1","7","0","0","2","2","0","1","1","0","4","no"
"2","4.1.0","ServerConfiguration.java","getZkServers","1","1","7","0","0","3","2","0","2","1","0","4","no"
"2","4.1.0","ServerConfiguration.java","setMaxBackupJournals","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setMinorCompactionThreshold","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","ServerConfiguration","0","0","3","0","0","1","0","0","0","0","0","1","no"
"2","4.1.0","ServerConfiguration.java","setPageSize","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setZkTimeout","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","getLedgerDirNames","1","1","7","1","0","2","2","0","1","1","0","2","no"
"2","4.1.0","ServerConfiguration.java","setFlushInterval","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setOpenFileLimit","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setPageLimit","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setBookiePort","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","getJournalDir","0","0","7","0","1","2","2","0","1","1","0","2","no"
"2","4.1.0","ServerConfiguration.java","setStatisticsEnabled","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setJournalDirName","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setMinorCompactionInterval","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setZkServers","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setEntryLogSizeLimit","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setGcWaitTime","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setMajorCompactionInterval","1","1","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","setMaxJournalSize","0","0","4","0","0","1","1","0","0","0","0","2","no"
"2","4.1.0","ServerConfiguration.java","getServerTcpNoDelay","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","ServerConfiguration.java","getZkTimeout","0","0","3","0","0","1","1","0","0","0","0","1","no"
"2","4.1.0","AbstractZkLedgerManager.java","getLedgersInSingleNode","2","2","28","0","2","4","1","1","2","2","2","3","no"
"2","4.1.0","AbstractZkLedgerManager.java","asyncGetLedgersInSingleNode","0","0","16","2","0","1","0","0","0","0","0","1","no"
"2","4.1.0","AbstractZkLedgerManager.java","doAsyncGetLedgersInSingleNode","0","0","29","1","0","1","0","0","0","0","0","1","no"
